"C-gbcode","C-source","N-pinyin","N-local","N-hanzi","H","A","change","P","fromdate","todate","NOTES"
370802,"GB","Ji`ning: Shizhong qu","Ji`ning: Shizhong qu","濟寧﹕市中區",3,2,,0,19830830,19941231,
370811,"GB","Ji`ning: Rencheng qu","Ji`ning: Rencheng qu","濟寧﹕任城區",3,2,"N",0,19931214,19941231,
370811,"GB","Ji`ning: Shi jiaoqu","Ji`ning: Shi jiaoqu","濟寧﹕市郊區",3,2,,0,19830830,19931213,
370819,"GB","Qufu shi","Qufu shi","曲阜市",9,3,"CHA",9,19860602,19871231,
370822,"GB","Yanzhou","Yanzhou","兗州",3,5,"CH",0,19830830,19920731,
370823,"GB","Qufu","Qufu","曲阜",3,5,"CH",0,19830330,19860601,
370825,"GB","Zou xian","Zou xian","鄒縣",3,5,"CH",0,19830830,19921003,
370826,"GB","Weishan","Weishan","微山",3,5,"CH",0,19830830,19941231,
370827,"GB","Yutai","Yutai","魚台",3,5,"CH",0,19830830,19941231,
370828,"GB","Jinxiang","Jinxiang","金鄉",3,5,"CH",0,19830830,19941231,
370829,"GB","Jiaxiang","Jiaxiang","嘉祥",3,5,"CH",0,19830830,19941231,
370830,"GB","Wenshang","Wenshang","汶上",3,5,"CH",0,19850327,19941231,
370831,"GB","Sishui","Sishui","泗水",3,5,"CH",0,19850327,19941231,
370832,"GB","Liangshan","Liangshan","梁山",3,5,"CH",0,19891202,19941231,
370881,"GB","Qufu shi","Qufu shi","曲阜市",9,3,"C",0,19910101,19941231,
370882,"GB","Yanzhou shi","Yanzhou shi","兗州市",9,3,"CHA",0,19920801,19941231,
370883,"GB","Zoucheng shi","Zoucheng shi","鄒城市",9,3,"CHAN",0,19921004,19941231,
370900,"GB","Tai`an shi","Tai`an shi","泰安市",0,0,"CHAT",3,19850327,19941231,
370901,"GB","Tai`an shixiaqu","Tai`an shixiaqu","泰安市轄區",3,1,,0,19850327,19941231,
370902,"GB","Tai`an: Taishan qu","Tai`an: Taishan qu","泰安﹕泰山區",3,2,,0,19850327,19941231,
370911,"GB","Tai`an: Jiaoqu","Tai`an: Jiaoqu","泰安﹕郊區",3,2,,0,19850327,19941231,
370919,"GB","Laiwu shi","Laiwu shi","萊蕪市",9,3,"CH",9,19850327,19871231,
370920,"GB","Xintai shi","Xintai shi","新泰市",9,3,"CH",9,19850327,19871231,
370921,"GB","Ningyang","Ningyang","寧陽",3,5,"CH",0,19850327,19941231,
370922,"GB","Feicheng","Feicheng","肥城",3,5,"CH",0,19850327,19920731,
370923,"GB","Dongping","Dongping","東平",3,5,"CH",0,19850327,19941231,
370981,"GB","Laiwu shi","Laiwu shi","萊蕪市",9,3,"C",0,19910101,19921121,
370982,"GB","Xintai shi","Xintai shi","新泰市",9,3,"C",0,19910101,19941231,
370983,"GB","Feicheng shi","Feicheng shi","肥城市",9,3,"CHA",0,19920801,19941231,
371000,"GB","Weihai shi","Weihai shi","威海市",0,0,"CHAT",3,19870615,19941231,
371001,"GB","Weihai shixiaqu","Weihai shixiaqu","威海市轄區",3,1,,0,19870615,19941231,
371002,"GB","Weihai: Huancui qu","Weihai: Huancui qu","威海﹕環翠區",3,2,,0,19870615,19941231,
371021,"GB","Rushan","Rushan","乳山",3,5,"CH",0,19870615,19930716,
371022,"GB","Wendeng","Wendeng","文登",3,5,"CH",0,19870615,19881023,
371081,"GB","Wendeng shi","Wendeng shi","文登市",9,3,"C",0,19910101,19941231,
371082,"GB","Rongcheng shi","Rongcheng shi","榮成市",9,3,"C",0,19910101,19941231,
371083,"GB","Rushan shi","Rushan shi","乳山市",9,3,"CHA",0,19930717,19941231,
371100,"GB","Rizhao shi","Rizhao shi","日照市",0,0,"T",3,19921207,19941231,
371100,"GB","Rizhao shi","Rizhao shi","日照市",0,0,"CHA",5,19890612,19921206,
371101,"GB","Rizhao shixiaqu","Rizhao shixiaqu","日照市轄區",3,1,"C",0,19921207,19941231,
371101,"CT","Rizhao shi","Rizhao shi","日照市",5,10,"CHA",0,19890612,19921206,"Item added"
371102,"GB","Rizhao: Donggang qu","Rizhao: Donggang qu","日照﹕東港區",5,2,,0,19921207,19941231,
371121,"GB","Wulian","Wulian","五蓮",3,5,"CH",0,19921207,19941231,
371122,"GB","Ju xian","Ju xian","莒縣",3,5,"CH",0,19921207,19941231,
371200,"GB","Laiwu shi","Laiwu shi","萊蕪市",0,0,"CHA",5,19921122,19941231,
371201,"GB","Laiwu shixiaqu","Laiwu shixiaqu","萊蕪市轄區",5,1,,0,19921122,19941231,
371202,"GB","Laiwu: Laicheng qu","Laiwu: Laicheng qu","萊蕪﹕萊城區",5,2,,0,19921112,19941231,
371203,"GB","Laiwu: Gangcheng qu","Laiwu: Gangcheng qu","萊蕪﹕鋼城區",5,2,,0,19921112,19941231,
371300,"CM","Dezhou shi","Dezhou shi","德州市",0,0,"CHAT",3,19941217,19941231,
371301,"CM","Dezhou shixiaqu","Dezhou shixiaqu","德州市轄區",3,1,,0,19941217,19941231,
371302,"CM","Dezhou: Decheng qu","Dezhou: Decheng qu","德州﹕德城區",3,2,,0,19941217,19941231,
371321,"CM","Ling xian","Ling xian","陵縣",3,5,"CH",0,19941217,19941231,
371322,"CM","Pingyuan","Pingyuan","平原",3,5,"CH",0,19941217,19941231,
371323,"CM","Xiajin","Xiajin","夏津",3,5,"CH",0,19941217,19941231,
371324,"CM","Wucheng","Wucheng","武城",3,5,"CH",0,19941217,19941231,
371325,"CM","Qihe","Qihe","齊河",3,5,"CH",0,19941217,19941231,
371326,"CM","Linyi","Linyi","臨邑",3,5,"CH",0,19941217,19941231,
371327,"CM","Ningjin","Ningjin","寧津",3,5,"CH",0,19941217,19941231,
371328,"CM","Qingyun","Qingyun","慶雲",3,5,"CH",0,19941217,19941231,
371381,"CM","Leling shi","Leling shi","樂陵市",9,3,"CH",0,19941217,19941231,
371382,"CM","Yucheng shi","Yucheng shi","禹城市",9,3,"CH",0,19941217,19941231,
371400,"CM","Linyi shi","Linyi shi","臨沂市",0,0,"CHAT",3,19941217,19941231,
371401,"CM","Linyi shixiaqu","Linyi shixiaqu","臨沂市轄區",3,1,,0,19941217,19941231,
371402,"CM","Linyi: Lanshan qu","Linyi: Lanshan qu","臨沂﹕蘭山區",3,2,,0,19941217,19941231,
371403,"CM","Linyi: Luozhuang qu","Linyi: Luozhuang qu","臨沂﹕羅莊區",3,2,,0,19941217,19941231,
371404,"CM","Linyi: Hedong qu","Linyi: Hedong qu","臨沂﹕河東區",3,2,,0,19941217,19941231,
371421,"CM","Tancheng","Tancheng","郯城",3,5,"CH",0,19941217,19941231,
371422,"CM","Cangshan","Cangshan","蒼山",3,5,"CH",0,19941217,19941231,
371423,"CM","Junan","Junan","莒南",3,5,"CH",0,19941217,19941231,
371424,"CM","Yishui","Yishui","沂水",3,5,"CH",0,19941217,19941231,
371425,"CM","Mengyin","Mengyin","蒙陰",3,5,"CH",0,19941217,19941231,
371426,"CM","Pingyi","Pingyi","平邑",3,5,"CH",0,19941217,19941231,
371427,"CM","Fei xian","Fei xian","費縣",3,5,"CH",0,19941217,19941231,
371428,"CM","Yinan","Yinan","沂南",3,5,"CH",0,19941217,19941231,
371429,"CM","Linshu","Linshu","臨沭",3,5,"CH",0,19941217,19941231,
372100,"GB","Yantai diqu","Yantai diqu","煙台地區",0,0,,6,19820101,19830829,
372101,"GB","Yantai shi","Yantai shi","煙台市",6,3,,0,19820101,19830829,
372102,"GB","Weihai shi","Weihai shi","威海市",6,3,,0,19820101,19830829,
372121,"GB","Fushan","Fushan","福山",6,5,,0,19820101,19830829,
372122,"GB","Penglai","Penglai","蓬萊",6,5,,0,19820101,19830829,
372123,"GB","Huang xian","Huang xian","黃縣",6,5,,0,19820101,19830829,
372124,"GB","Zhaoyuan","Zhaoyuan","招遠",6,5,,0,19820101,19830829,
372125,"GB","Ye xian","Ye xian","掖縣",6,5,,0,19820101,19830829,
372126,"GB","Laixi","Laixi","萊西",6,5,,0,19820101,19820829,
372127,"GB","Laiyang","Laiyang","萊陽",6,5,,0,19820101,19830829,
372128,"GB","Xixia","Xixia","棲霞",6,5,,0,19820101,19830829,
372129,"GB","Haiyang","Haiyang","海陽",6,5,,0,19820101,19830829,
372130,"GB","Rushan","Rushan","乳山",6,5,,0,19820101,19830829,
372131,"GB","Muping","Muping","牟平",6,5,,0,19820101,19830829,
372132,"GB","Wendeng","Wendeng","文登",6,5,,0,19820101,19830829,
372133,"GB","Rongcheng","Rongcheng","榮成",6,5,,0,19820101,19830829,
372134,"GB","Changdao","Changdao","長島",6,5,,0,19820101,19830829,
372200,"GB","Weifang diqu","Weifang diqu","濰坊地區",0,0,,6,19820101,19830829,
372201,"GB","Weifang shi","Weifang shi","濰坊市",6,3,,0,19820101,19830829,
372221,"GB","Yidu","Yidu","益都",6,5,,0,19820101,19830829,
372222,"GB","Anqiu","Anqiu","安丘",6,5,,0,19820101,19830829,
372223,"GB","Shouguang","Shouguang","壽光",6,5,,0,19820101,19830829,
372224,"GB","Linqu","Linqu","臨胊",6,5,,0,19820101,19830829,
372225,"GB","Changle","Changle","昌樂",6,5,,0,19820101,19830829,
372226,"GB","Changyi","Changyi","昌邑",6,5,,0,19820101,19830829,
372227,"GB","Gaomi","Gaomi","高密",6,5,,0,19820101,19830829,
372228,"GB","Zhucheng","Zhucheng","諸城",6,5,,0,19820101,19830829,
372229,"GB","Wulian","Wulian","五蓮",6,5,,0,19820101,19830829,
372230,"GB","Pingdu","Pingdu","平度",6,5,,0,19820101,19830829,
372231,"GB","Wei xian","Wei xian","濰縣",6,5,,0,19820101,19830829,
372300,"GB","Huimin diqu","Huimin diqu","惠民地區",0,0,"T",6,19891202,19920211,
372300,"GB","Huimin diqu","Huimin diqu","惠民地區",0,0,,6,19820101,19821109,
372300,"GB","Huimin diqu","Huimin diqu","惠民地區",0,0,"T",6,19830830,19891201,
372300,"GB","Huimin diqu","Huimin diqu","惠民地區",0,0,"T",6,19821110,19830829,
372300,"GB","Binzhou diqu","Binzhou diqu","濱州地區",0,0,"N",6,19920212,19941231,
372301,"GB","Binzhou shi","Binzhou shi","濱州市",6,3,,0,19820802,19870224,
372301,"GB","Binzhou shi","Binzhou shi","濱州市",6,3,"T",0,19870225,19941231,
372321,"GB","Huimin","Huimin","惠民",6,5,,0,19820101,19941231,
372322,"GB","Bin xian","Bin xian","濱縣",6,5,,0,19820101,19820801,
372322,"GB","Bin xian","Bin xian","濱縣",6,5,"T",0,19820802,19870224,
372323,"GB","Yangxin","Yangxin","陽信",6,5,,0,19820101,19941231,
372324,"GB","Wudi","Wudi","無棣",6,5,,0,19820101,19941231,
372325,"GB","Zhanhua","Zhanhua","沾化",6,5,,0,19820101,19821109,
372325,"GB","Zhanhua","Zhanhua","沾化",6,5,"T",0,19821110,19941231,
372326,"GB","Lijin","Lijin","利津",6,5,,0,19820101,19821109,
372327,"GB","Guangrao","Guangrao","廣饒",6,5,"T",0,19821110,19830829,
372327,"GB","Guangrao","Guangrao","廣饒",6,5,,0,19820101,19821109,
372328,"GB","Boxing","Boxing","博興",6,5,,0,19820101,19820801,
372328,"GB","Boxing","Boxing","博興",6,5,"T",0,19820802,19821109,
372328,"GB","Boxing","Boxing","博興",6,5,"T",0,19821110,19941231,
372329,"GB","Huantai","Huantai","桓台",6,5,,0,19820101,19830829,
372330,"GB","Zouping","Zouping","鄒平",6,5,,0,19820101,19941231,
372331,"GB","Gaoqing","Gaoqing","高青",6,5,,0,19820101,19891201,
372332,"GB","Kenli","Kenli","墾利",6,5,,0,19820101,19821109,
372400,"GB","Dezhou diqu","Dezhou diqu","德州地區",0,0,,6,19820101,19891201,
372400,"GB","Dezhou diqu","Dezhou diqu","德州地區",0,0,"T",6,19891202,19941216,
372401,"GB","Dezhou shi","Dezhou shi","德州市",6,3,,0,19820101,19941216,
372402,"GB","Leling shi","Leling shi","樂陵市",6,3,"CA",0,19880901,19941216,
372403,"GB","Yucheng shi","Yucheng shi","禹城市",6,3,"CA",0,19930909,19941216,
372421,"GB","Ling xian","Ling xian","陵縣",6,5,,0,19820101,19941216,
372422,"GB","Pingyuan","Pingyuan","平原",6,5,,0,19820101,19941216,
372423,"GB","Xiajin","Xiajin","夏津",6,5,,0,19820101,19941216,
372424,"GB","Wucheng","Wucheng","武城",6,5,,0,19820101,19941216,
372425,"GB","Qihe","Qihe","齊河",6,5,,0,19820101,19891201,
372425,"GB","Qihe","Qihe","齊河",6,5,"T",0,19891202,19941216,
372426,"GB","Yucheng","Yucheng","禹城",6,5,,0,19820101,19930908,
372427,"GB","Leling","Leling","樂陵",6,5,,0,19820101,19880831,
372428,"GB","Linyi","Linyi","臨邑",6,5,,0,19820101,19941216,
372429,"GB","Shanghe","Shanghe","商河",6,5,,0,19820101,19891201,
372430,"GB","Jiyang","Jiyang","濟陽",6,5,,0,19820101,19891201,
372431,"GB","Ningjin","Ningjin","寧津",6,5,,0,19820101,19941216,
372432,"GB","Qingyun","Qingyun","慶雲",6,5,,0,19820101,19941216,
372500,"GB","Liaocheng diqu","Liaocheng diqu","聊城地區",0,0,,6,19820101,19941231,
372501,"GB","Liaocheng shi","Liaocheng shi","聊城市",6,3,"CA",0,19830830,19941231,
372502,"GB","Linqing shi","Linqing shi","臨清市",6,3,"CA",0,19830830,19941231,
372521,"GB","Liaocheng","Liaocheng","聊城",6,5,,0,19820101,19830829,
372522,"GB","Yanggu","Yanggu","陽谷",6,5,,0,19820101,19941231,
372523,"GB","Shen xian","Shen xian","莘縣",6,5,,0,19820101,19941231,
372524,"GB","Chiping","Chiping","茌平",6,5,,0,19820101,19941231,
372525,"GB","Dong`e","Dong`e","東阿",6,5,,0,19820101,19941231,
372526,"GB","Guan xian","Guan xian","冠縣",6,5,,0,19820101,19941231,
372527,"GB","Gaotang","Gaotang","高唐",6,5,,0,19820101,19941231,
372528,"GB","Linqing","Linqing","臨清",6,5,,0,19820101,19830829,
372600,"GB","Tai`an diqu","Tai`an diqu","泰安地區",0,0,,6,19820101,19830829,
372600,"GB","Tai`an diqu","Tai`an diqu","泰安地區",0,0,"T",6,19830830,19850326,
372601,"GB","Tai`an shi","Tai`an shi","泰安市",6,3,"CA",0,19820123,19850326,
372602,"GB","Laiwu shi","Laiwu shi","萊蕪市",6,3,"CA",0,19830830,19850326,
372603,"GB","Xintai shi","Xintai shi","新泰市",6,4,"CNT",0,19830830,19850326,
372621,"GB","Tai`an","Tai`an","泰安",6,5,,0,19820101,19820122,
372622,"GB","Laiwu","Laiwu","萊蕪",6,5,,0,19820101,19830829,
372623,"GB","Xintai","Xintai","新泰",6,5,,0,19820101,19830829,
372624,"GB","Ningyang","Ningyang","寧陽",6,5,,0,19820101,19850326,
372625,"GB","Feicheng","Feicheng","肥城",6,5,,0,19820101,19850326,
372626,"GB","Dongping","Dongping","東平",6,5,,0,19820101,19850326,
372627,"GB","Pingyin","Pingyin","平陰",6,5,,0,19820101,19850326,
372628,"GB","Xinwen","Xinwen","新汶",6,5,,0,19820101,19820801,
372628,"CM","Xinwen shi","Xinwen shi","新汶市",6,3,"A",0,19820802,19830829,
372629,"GB","Wenshang","Wenshang","汶上",6,5,"CH",0,19830330,19850326,
372630,"GB","Sishui","Sishui","泗水",6,5,"CH",0,19830330,19850326,
372700,"GB","Ji`ning diqu","Ji`ning diqu","濟寧地區",0,0,,6,19820101,19830829,
372701,"GB","Ji`ning shi","Ji`ning shi","濟寧市",6,3,,0,19820101,19830829,
372721,"GB","Ji`ning","Ji`ning","濟寧",6,5,,0,19820101,19880829,
372722,"GB","Yanzhou","Yanzhou","兗州",6,5,,0,19820101,19830829,
372723,"GB","Qufu","Qufu","曲阜",6,5,,0,19820101,19830329,
372724,"GB","Sishui","Sishui","泗水",6,5,,0,19820101,19830329,
372725,"GB","Zou xian","Zou xian","鄒縣",6,5,,0,19820101,19830829,
372726,"GB","Weishan","Weishan","微山",6,5,,0,19820101,19830829,
372727,"GB","Yutai","Yutai","魚台",6,5,,0,19820101,19830829,
372728,"GB","Jinxiang","Jinxiang","金鄉",6,5,,0,19820101,19830829,
372729,"GB","Jiaxiang","Jiaxiang","嘉祥",6,5,,0,19820101,19830829,
372730,"GB","Wenshan","Wenshan","汶上",6,5,,0,19820101,19830329,
372800,"GB","Linyi diqu","Linyi diqu","臨沂地區",0,0,,6,19820101,19891201,
372800,"GB","Linyi diqu","Linyi diqu","臨沂地區",0,0,"T",6,19921207,19941216,
372800,"GB","Linyi diqu","Linyi diqu","臨沂地區",0,0,"T",6,19891202,19921206,
372801,"GB","Linyi shi","Linyi shi","臨沂市",6,3,"CA",0,19830830,19941216,
372802,"GB","Rizhao shi","Rizhao shi","日照市",6,3,"CA",0,19850322,19890611,
372821,"GB","Lingyi","Lingyi","臨沂",6,5,,0,19820101,19830829,
372822,"GB","Tancheng","Tancheng","郯城",6,5,,0,19820101,19941216,
372823,"GB","Cangshan","Cangshan","蒼山",6,5,,0,19820101,19941216,
372824,"GB","Junan","Junan","莒南",6,5,,0,19820101,19941216,
372825,"GB","Rizhao","Rizhao","日照",6,5,,0,19820101,19850321,
372826,"GB","Ju xian","Ju xian","莒縣",6,5,,0,19820101,19921206,
372827,"GB","Yishui","Yishui","沂水",6,5,,0,19820101,19941216,
372828,"GB","Yiyuan","Yiyuan","沂源",6,5,,0,19820101,19891201,
372829,"GB","Mengyin","Mengyin","蒙陰",6,5,,0,19820101,19941216,
372830,"GB","Pingyi","Pingyi","平邑",6,5,,0,19820101,19941216,
372831,"GB","Fei xian","Fei xian","費縣",6,5,,0,19820101,19941216,
372832,"GB","Yinan","Yinan","沂南",6,5,,0,19820101,19941216,
372833,"GB","Linshu","Linshu","臨沭",6,5,,0,19820101,19941216,
372900,"GB","Heze diqu","Heze diqu","渮澤地區",0,0,"T",6,19891202,19941231,
372900,"GB","Heze diqu","Heze diqu","渮澤地區",0,0,,6,19820101,19891201,
372901,"GB","Heze shi","Heze shi","渮澤市",6,3,"CA",0,19830830,19941231,
372921,"GB","Heze","Heze","渮澤",6,5,,0,19820101,19830829,
372922,"GB","Cao xian","Cao xian","曹縣",6,5,,0,19820101,19941231,
372923,"GB","Dingtao","Dingtao","定陶",6,5,,0,19820101,19941231,
372924,"GB","Chengwu","Chengwu","成武",6,5,,0,19820101,19941231,
372925,"GB","Shan xian","Shan xian","單縣",6,5,,0,19820101,19941231,
372926,"GB","Juye","Juye","巨野",6,5,,0,19820101,19941231,
372927,"GB","Liangshan","Liangshan","梁山",6,5,,0,19820101,19891201,
372928,"GB","Yuncheng","Yuncheng","鄆城",6,5,,0,19820101,19941231,
372929,"GB","Juancheng","Juancheng","鄄城",6,5,,0,19820101,19941231,
372930,"GB","Dongming","Dongming","東明",6,5,,0,19820101,19941231,
379001,"GB","Qingzhou shi","Qingzhou shi","青州市",9,3,"C",9,19880101,19901231,
379002,"GB","Longkou shi","Longkou shi","龍口市",9,3,"CHNA",9,19860923,19901231,
379003,"GB","Qufu shi","Qufu shi","曲阜市",9,3,"C",9,19880101,19901231,
379004,"GB","Laiwu shi","Laiwu shi","萊蕪市",9,3,"C",9,19880101,19901231,
379005,"GB","Xintai shi","Xintai shi","新泰市",9,3,"C",9,19880101,19901231,
379006,"GB","Jiaozhou shi","Jiaozhou shi","膠州市",9,3,"CNHA",9,19870212,19901231,
379007,"GB","Zhucheng shi","Zhucheng shi","諸城市",9,3,"CHA",9,19870420,19901231,
379008,"GB","Laiyang shi","Laiyang shi","萊陽市",9,3,"CHA",9,19870220,19901231,
379009,"GB","Laizhou shi","Laizhou shi","萊州市",9,3,"CHNA",9,19880224,19901231,
379010,"GB","Tengzhou shi","Tengzhou shi","滕州市",9,3,"CNHA",9,19880307,19901231,
379011,"GB","Wendeng shi","Wendeng shi","文登市",9,3,"CHA",9,19881024,19901231,
379012,"GB","Rongcheng shi","Rongcheng shi","榮成市",9,3,"CHA",9,19881101,19901231,
410100,"GB","Zhengzhou shi","Zhengzhou shi","鄭州市",0,0,,2,19820101,19830831,
410100,"GB","Zhengzhou shi","Zhengzhou shi","鄭州市",0,0,"T",2,19830901,19941231,
410101,"GB","Zhengzhou shixiaqu","Zhengzhou shixiaqu","鄭州市轄區",2,1,"C",0,19840101,19870215,
410101,"GB","Zhengzhou shixiaqu","Zhengzhou shixiaqu","鄭州市轄區",2,1,"T",0,19870216,19941231,
410102,"CT","Zhengzhou: Zhongyuan qu","Zhengzhou: Zhongyuan qu","鄭州﹕中原區",2,2,,0,19820101,19831231,"Did not officially exist"
410102,"GB","Zhengzhou: Zhongyuan qu","Zhengzhou: Zhongyuan qu","鄭州﹕中原區",2,2,,0,19840101,19941231,
410103,"CT","Zhengzhou: Erqi qu","Zhengzhou: Erqi qu","鄭州﹕二七區",2,2,,0,19820101,19831231,"Did not officially exist"
410103,"GB","Zhengzhou: Erqi qu","Zhengzhou: Erqi qu","鄭州﹕二七區",2,2,,0,19840101,19941231,
410104,"CT","Zhengzhou: Guancheng Huizu qu","Zhengzhou: Guancheng Huizu qu","鄭州﹕管城回族區",2,2,,0,19820101,19831231,"Did not officially exist"
410104,"GB","Zhengzhou: Guancheng Huizu qu","Zhengzhou: Guancheng Huizu qu","鄭州﹕管城回族區",2,2,,0,19840101,19941231,
410105,"CT","Zhengzhou: Jinshui qu","Zhengzhou: Jinshui qu","鄭州﹕金水區",2,2,,0,19820101,19831231,"Did not officially exist"
410105,"GB","Zhengzhou: Jinshui qu","Zhengzhou: Jinshui qu","鄭州﹕金水區",2,2,,0,19840101,19941231,
410106,"CT","Zhengzhou: Shangjie qu","Zhengzhou: Shangjie qu","鄭州﹕上街區",2,2,,0,19820101,19831231,"Did not officially exist"
410106,"GB","Zhengzhou: Shangjie qu","Zhengzhou: Shangjie qu","鄭州﹕上街區",2,2,,0,19840101,19941231,
410107,"CT","Zhengzhou: Xinmi qu","Zhengzhou: Xinmi qu","鄭州﹕新密區",2,2,,0,19820101,19831231,"Did not officially exist"
410107,"GB","Zhengzhou: Xinmi qu","Zhengzhou: Xinmi qu","鄭州﹕新密區",2,2,,0,19840101,19870215,
410108,"GB","Zhengzhou: Mangshan qu","Zhengzhou: Mangshan qu","鄭州﹕邙山區",2,2,"NT",0,19870216,19941231,
410111,"CT","Zhengzhou: Jinhai qu","Zhengzhou: Jinhai qu","鄭州﹕金海區",2,2,,0,19820101,19831231,"Did not officially exist"
410111,"GB","Zhengzhou: Jinhai qu","Zhengzhou: Jinhai qu","鄭州﹕金海區",2,2,,0,19840101,19870215,
410112,"CT","Zhengzhou: Jiaoqu","Zhengzhou: Jiaoqu","鄭州﹕郊區",2,2,,0,19820101,19831231,"Did not officially exist"
410112,"GB","Zhengzhou: Jiaoqu","Zhengzhou: Jiaoqu","鄭州﹕郊區",2,2,,0,19840101,19870215,
410120,"GB","Zhenzhou shiqu","Zhenzhou shiqu","鄭州市區",2,1,,0,19820101,19831231,
410121,"GB","Xingyang","Xingyang","滎陽",2,5,,0,19820101,19940404,
410122,"GB","Zhongmou","Zhongmou","中牟",2,5,"CH",0,19830901,19941231,
410123,"GB","Xinzheng","Xinzheng","新鄭",2,5,"CH",0,19830901,19940515,
410124,"GB","Gong xian","Gong xian","鞏縣",2,5,"CH",0,19830901,19910611,
410125,"GB","Dengfeng","Dengfeng","登封",2,5,"CH",0,19830901,19940529,
410126,"GB","Mi xian","Mi xian","密縣",2,5,"T",0,19870216,19940404,
410126,"GB","Mi xian","Mi xian","密縣",2,5,"CH",0,19830901,19870215,
410181,"GB","Gongyi shi","Gongyi shi","鞏義市",9,3,"CHNA",0,19910612,19941231,
410182,"CM","Xingyang shi","Xingyang shi","滎陽市",9,3,"CHA",0,19940405,19941231,
410183,"CM","Xinmi shi","Xinmi shi","新密市",9,3,"CHNA",0,19940405,19941231,
410184,"CM","Xinzheng shi","Xinzheng shi","新鄭市",9,3,"CHA",0,19940516,19941231,
410185,"CM","Dengfeng shi","Dengfeng shi","登封市",9,3,"CHA",0,19940530,19941231,
410200,"GB","Kaifeng shi","Kaifeng shi","開封市",0,0,"T",3,19830901,19941231,
410200,"GB","Kaifeng shi","Kaifeng shi","開封市",0,0,,5,19820101,19830831,
410201,"GB","Kaifeng shixiaqu","Kaifeng shixiaqu","開封市轄區",5,1,,0,19820101,19830831,"Did not officially exist"
410201,"GB","Kaifeng shixiaqu","Kaifeng shixiaqu","開封市轄區",3,1,,0,19830901,19941231,
410202,"GB","Kaifeng: Longting qu","Kaifeng: Longting qu","開封﹕龍亭區",5,2,,0,19820101,19830831,"Did not officially exist"
410202,"GB","Kaifeng: Longting qu","Kaifeng: Longting qu","開封﹕龍亭區",3,2,,0,19830901,19941231,
410203,"GB","Kaifeng: Shunhe Huizu qu","Kaifeng: Shunhe Huizu qu","開封﹕順河回族區",3,2,,0,19830901,19941231,
410203,"GB","Kaifeng: Shunhe Huizu qu","Kaifeng: Shunhe Huizu qu","開封﹕順河回族區",5,2,,0,19820101,19830831,"Did not officially exist"
